code collectivite,LIBGEO,dsu,dsr,dnp,solde_fpic,fsrif,perequations,recette_avantp,MONTANT,avantp_hab,apresp_hab
23008,Aubusson,0,249037,41933,0,0,290970,4269826.67,4560796.67,1123.0475197264598,1199.5782930036823
23009,Auge,0,5479,1430,0,0,6909,72053.98,78962.98,673.4016822429907,737.9717757009346
23010,Augères,0,4841,4298,0,0,9139,83196.36,92335.36,665.57088,738.68288
23011,Aulon,0,4771,0,0,0,4771,160311.54,165082.54,989.5774074074075,1019.028024691358
23012,Auriat,0,6980,1039,0,0,8019,87846.98,95865.98,777.4069026548672,848.3715044247788
23013,Auzances,0,120512,35926,0,0,156438,847478.91,1003916.91,627.2974907475945,743.0917172464841
23014,Azat-Châtenet,0,6022,2664,0,0,8686,105429.33,114115.33,958.4484545454545,1037.412090909091
23015,Azerables,0,33376,10085,0,0,43461,765813.4,809274.4,893.5978996499417,944.3108518086348
23016,Banize,0,19703,337,0,0,20040,124078.43,144118.43,667.0883333333333,774.8302688172042
23017,Basville,0,21313,0,0,0,21313,126549.23999999999,147862.24,740.0540350877193,864.691461988304
23018,Bazelat,0,10973,1715,0,0,12688,196754.54,209442.54,662.4731986531987,705.1937373737373
23019,Beissat,0,3635,1424,-68,0,4991,45998.32,50989.32,1642.797142857143,1821.047142857143
23020,Bellegarde-en-Marche,0,56833,14710,0,0,71543,256250.02000000002,327793.02,631.157684729064,807.3719704433498
23021,Bénévent-l'Abbaye,0,81906,13305,0,0,95211,739719.58,834930.58,860.1390465116278,970.849511627907
23022,Bétête,0,14947,2759,0,0,17706,345606.6,363312.6,952.084297520661,1000.8611570247933
23023,Blaudeix,0,10002,3526,0,0,13528,68861.75,82389.75,649.6391509433962,777.26179245283015
23024,Blessac,0,29783,21362,0,0,51145,277954.23,329099.23,496.3468392857142,587.6771964285714
23025,Bonnat,0,123632,2862,0,0,126494,1081140.19,1207634.19,807.4235922330097,901.8925989544435
23026,Bord-Saint-Georges,0,16077,4669,0,0,20746,244968.77000000002,265714.77,671.1473150684932,727.9856712328767
23027,Bosmoreau-les-Mines,0,15141,7140,0,0,22281,158323.15,180604.15,597.4458490566037,681.5250943396226
23028,Bosroger,0,15099,4256,0,0,19355,58324.240000000005,77679.24,474.18081300813014,631.5385365853659
23029,Le Bourg-d'Hem,0,6474,0,0,0,6474,384421.86,390895.86,1716.1690178571428,1745.0708035714285
23030,Bourganeuf,0,282225,47316,0,0,329541,2942569.89,3272110.89,986.7772937625755,1097.2873541247486
23031,Boussac,0,80102,0,0,0,80102,1508829.18,1588931.18,1127.6750224215245,1187.5419880418535
23032,Boussac-Bourg,0,20394,13456,0,0,33850,529037.66,562887.66,659.6479551122195,701.8549376558603
23033,La Brionne,0,10193,3074,0,0,13267,224290.04,237557.04,509.75009090909094,539.9023636363637
23034,Brousse,0,3363,0,0,0,3363,28375.38,31738.38,1135.0152,1269.5352
23035,Budelière,0,100582,20724,0,0,121306,451339.65,572645.65,577.8996798975672,733.2210627400768
23036,Bussière-Dunoise,0,119166,17942,0,0,137108,686963.67,824071.67,663.0923455598456,795.435974903475
23037,Bussière-Nouvelle,0,5338,2293,0,0,7631,59498.83,67129.83,600.9982828282829,678.079090909091
23038,Bussière-Saint-Georges,0,9228,2175,0,0,11403,235786.46,247189.46,921.040859375,965.583828125
23039,La Celle-Dunoise,0,24805,8103,0,0,32908,519435.36,552343.36,922.6205328596802,981.0716873889876
23040,La Celle-sous-Gouzon,0,7040,0,0,0,7040,133254.52,140294.52,931.8497902097902,981.0805594405593
23041,La Cellette,0,10056,8438,0,0,18494,216486,234980,801.8,870.2962962962963
23042,Ceyroux,0,10751,6055,0,0,16806,139362.12,156168.12,1055.7736363636363,1183.091818181818
23043,Chamberaud,0,4652,3993,0,0,8645,64214.42,72859.42,642.1442,728.5942
23044,Chambon-Sainte-Croix,0,2572,1325,0,0,3897,109736.75,113633.75,1291.020588235294,1336.8676470588234
23045,Chambon-sur-Voueize,0,87762,13565,0,0,101327,808671.72,909998.72,856.6437711864406,963.9816949152543
23046,Chambonchard,0,5701,0,0,0,5701,103976.73,109677.73,1209.0317441860464,1275.322441860465
23047,Chamborand,0,9153,5163,0,0,14316,179773.72,194089.72,713.3877777777777,770.1973015873016
23048,Champagnat,0,91178,21791,0,0,112969,256979.16999999998,369948.17,543.2963424947145,782.1314376321353
23049,Champsanglard,0,9770,0,3735,0,13505,331248.65,344753.65,1391.8010504201682,1448.5447478991598
23050,La Chapelle-Baloue,0,6870,1993,0,0,8863,114340.34,123203.34,816.7167142857143,880.0238571428571
23051,La Chapelle-Saint-Martial,0,4476,2106,0,0,6582,70347.4,76929.4,703.4739999999999,769.294
23052,La Chapelle-Taillefert,0,21044,2983,0,0,24027,237457.51,261484.51,568.0801674641149,625.561028708134
23053,Chard,0,15771,3269,0,0,19040,111611.74,130651.74,552.5333663366337,646.7907920792079
23054,Charron,0,24221,3817,0,0,28038,151575.84,179613.84,664.8063157894736,787.78
23055,Châtelard,0,3614,0,0,0,3614,38088.55,41702.55,1269.6183333333333,1390.085
23056,Châtelus-le-Marcheix,0,25297,0,0,0,25297,646554.23,671851.23,1836.8017897727273,1908.6682670454545
23057,Châtelus-Malvaleix,0,83126,12691,0,0,95817,619202.67,715019.67,1018.4254440789474,1176.0191940789475
23058,Le Chauchet,0,16453,3938,0,0,20391,79679.47,100070.47,692.8649565217391,870.178
23059,La Chaussade,0,12589,3822,0,0,16411,64351.46000000001,80762.46,540.7685714285715,678.6761344537815
23060,Chavanat,0,14417,5405,0,0,19822,82618.23,102440.23,607.4869852941176,753.2369852941176
23061,Chénérailles,0,72019,14125,0,0,86144,668486.85,754630.85,848.3335659898477,957.6533629441624
23062,Chéniers,0,20554,0,0,0,20554,857147.08,877701.08,1465.2086837606837,1500.3437264957265
23063,Clairavaux,0,11852,3165,-227,0,14790,105376.06,120166.06,675.4875641025641,770.2952564102563
23064,Clugnat,0,113954,26922,0,0,140876,454761.12,595637.12,672.723550295858,881.12
23065,Colondannes,0,12210,1622,0,0,13832,216906.48,230738.48,783.0558844765343,832.9909025270758
23066,Le Compas,0,28916,6300,0,0,35216,97769.48999999999,132985.49,440.4031081081081,599.0337387387387
23067,La Courtine,0,59859,0,-3286,0,56573,664104.19,720677.19,958.3033044733044,1039.938225108225
23068,Cressat,0,44120,3344,0,0,47464,570432.73,617896.73,1015.0048576512455,1099.4603736654803
23069,Crocq,0,39812,0,0,0,39812,517730.43999999994,557542.44,1317.380254452926,1418.6830534351143
23070,Crozant,0,21853,7258,0,0,29111,503640.62,532751.62,1051.4417954070982,1112.2163256784968
23071,Croze,0,34505,4817,0,0,39322,128327.87,167649.87,583.3085,762.0448636363636
23072,Domeyrot,0,19500,7176,0,0,26676,154997.02,181673.02,688.8756444444444,807.4356444444444
23073,Dontreix,0,34309,12088,0,0,46397,255823.52000000002,302220.52,634.7978163771712,749.9268486352357
23074,Le Donzeil,0,16926,7377,0,0,24303,125875.18,150178.18,648.8411340206185,774.1143298969072
23075,Dun-le-Palestel,0,104162,16370,0,0,120532,1171455.15,1291987.15,1016.0062012142237,1120.5439288811795
23076,Évaux-les-Bains,0,134356,0,0,0,134356,1691394.76,1825750.76,1172.137740817741,1265.246541926542
23077,Faux-la-Montagne,0,65163,7726,0,0,72889,525759.33,598648.33,1417.1410512129378,1613.607358490566
23078,Faux-Mazuras,0,13276,1384,0,0,14660,120144.01000000001,134804.01,649.4270810810812,728.6703243243244
23079,Felletin,0,201540,33037,0,0,234577,1442650.69,1677227.69,744.7861073825503,865.8893598347961
23080,Féniers,0,5688,2438,-126,0,8000,328083.11,336083.11,3566.120760869565,3653.0772826086954
23081,Flayat,0,23711,13864,0,0,37575,270401.41,307976.41,812.0162462462462,924.854084084084
23082,Fleurat,0,10040,9205,0,0,19245,234222.81,253467.81,788.6289898989899,853.4269696969696
23083,Fontanières,0,19400,9855,0,0,29255,146688.95,175943.95,566.3666023166023,679.3202702702703
23084,La Forêt-du-Temple,0,13469,4706,0,0,18175,108510.64,126685.64,758.8156643356643,885.9135664335664
23086,Fransèches,0,20096,7211,0,0,27307,126853.39000000001,154160.39,501.39679841897237,609.3296047430831
23087,Fresselines,0,52212,17150,0,0,69362,567122.3,636484.3,1007.3220248667851,1130.5227353463588
23088,Gartempe,0,5279,1372,0,0,6651,77156.98,83807.98,607.5352755905511,659.9053543307086
23089,Genouillac,0,57661,0,0,0,57661,838857.6,896518.6,1097.9811518324607,1173.453664921466
23090,Gentioux-Pigerolles,0,100634,7869,0,0,108503,499262.06999999995,607765.07,1169.2320140515221,1423.337400468384
23091,Gioux,0,22339,2697,0,0,25036,465593.92,490629.92,2558.2083516483517,2695.7687912087913
23092,Glénic,0,20512,4375,0,0,24887,414665.43,439552.43,618.9036268656716,656.0484029850746
23093,Gouzon,0,221259,52985,0,0,274244,894619.3899999999,1168863.39,550.5350092307692,719.3005476923076
23095,Le Grand-Bourg,0,220020,53990,0,0,274010,1034736.24,1308746.24,821.8715170770453,1039.512501985703
23096,Guéret,543267,0,268675,0,0,811942,16173390.14,16985332.14,1144.775632785957,1202.2460461494904
23097,Issoudun-Létrieix,0,27504,0,0,0,27504,193805.77,221309.77,619.1877635782747,707.0599680511182
23098,Jalesches,0,3830,3998,2448,0,10276,63487.17999999999,73763.18,713.3391011235955,828.7997752808988
23099,Janaillat,0,42620,13843,0,0,56463,238141.09000000003,294604.09,690.2640289855074,853.9248985507247
23100,Jarnages,0,64701,14652,0,0,79353,384928.04,464281.04,745.9845736434108,899.7694573643411
23101,Jouillat,0,16663,8356,0,0,25019,349595.17,374614.17,794.5344772727273,851.3958409090909
23102,Ladapeyre,0,32058,10921,0,0,42979,206038.42,249017.42,567.5989531680441,685.9984022038568
23103,Lafat,0,38185,4677,0,0,42862,287557.56,330419.56,777.1825945945945,893.0258378378378
23104,Lavaufranche,0,9361,2755,0,0,12116,152044.24,164160.24,598.5993700787401,646.300157480315
23105,Lavaveix-les-Mines,0,78015,23852,0,0,101867,480261.68000000005,582128.68,651.6440705563094,789.8625237449119
23106,Lépaud,0,12570,0,0,0,12570,245069.68,257639.68,638.2022916666666,670.9366666666666
23107,Lépinas,0,9122,3775,0,0,12897,106006.17,118903.17,650.3446012269939,729.467300613497
23108,Leyrat,0,6269,0,0,0,6269,108900.67,115169.67,684.9098742138365,724.3375471698113
23109,Linard-Malval,0,19688,6195,0,0,25883,125367.64000000001,151250.64,728.8816279069769,879.3641860465117
23110,Lioux-les-Monges,0,7854,0,0,0,7854,66000.83,73854.83,1178.58625,1318.83625
23111,Lizières,0,7773,6419,0,0,14192,193599.21,207791.21,679.2954736842105,729.0919649122807
23112,Lourdoueix-Saint-Pierre,0,126494,32886,0,0,159380,423198.12,582578.12,530.9888582183187,730.9637641154329
23113,Lupersat,0,32533,5103,0,0,37636,219563.5,257199.5,651.5237388724036,763.2032640949554
23114,Lussat,0,40233,8392,0,0,48625,261285.65000000002,309910.65,564.331857451404,669.3534557235422
23115,Magnat-l'Étrange,0,58055,5432,175,0,63662,173087.32,236749.32,762.4992070484582,1042.9485462555067
23116,Mainsat,0,145646,23510,0,0,169156,338988.63,508144.63,570.6879292929293,855.46234006734
23117,Maison-Feyne,0,9670,0,0,0,9670,329510.81,339180.81,1076.8327124183006,1108.434019607843
23118,Maisonnisses,0,21081,9614,0,0,30695,109247.09,139942.09,527.7637198067632,676.0487439613527
23119,Malleret,0,8482,1110,10,0,9602,46984.7,56586.7,1067.834090909091,1286.0613636363635
23120,Malleret-Boussac,0,7917,3540,0,0,11457,125439.1,136896.1,567.5977375565611,619.4393665158372
23121,NA,0,3368,2024,0,0,5392,39975.4,45367.4,929.660465116279,1055.0558139534885
23122,Mansat-la-Courrière,0,5442,0,0,0,5442,76541.04,81983.04,722.0852830188678,773.4249056603772
23123,Les Mars,0,14855,3520,0,0,18375,114370.01999999999,132745.02,571.8501,663.7251
23124,Marsac,0,74104,19132,0,0,93236,621446.96,714682.96,908.5481871345029,1044.8581286549706
23125,Le Mas-d'Artige,0,22701,5016,148,0,27865,67814.95,95679.95,627.9162037037037,885.9254629629629
23126,NA,0,9290,1231,0,0,10521,220020.69,230541.69,621.527372881356,651.2477118644068
23127,Mautes,0,16285,5896,0,0,22181,130176.59,152357.59,583.7515246636771,683.2178923766816
23128,Mazeirat,0,4695,4666,0,0,9361,71958.08,81319.08,496.2626206896552,560.8212413793103
23129,La Mazière-aux-Bons-Hommes,0,7084,0,0,0,7084,63709.259999999995,70793.26,897.3135211267605,997.0881690140844
23130,Méasnes,0,45407,22581,0,0,67988,360147.49,428135.49,643.1205178571429,764.5276607142857
23131,Mérinchal,0,94212,15311,0,0,109523,601726.14,711249.14,794.8826155878468,939.5629326287979
23132,Montaigut-le-Blanc,0,15476,6244,0,0,21720,252492.97999999998,274212.98,634.404472361809,688.9773366834171
23133,Montboucher,0,15331,7322,0,0,22653,336741.8,359394.8,920.05956284153,981.9530054644808
23134,Le Monteil-au-Vicomte,0,8931,3513,0,0,12444,221454.33,233898.33,889.3748192771084,939.3507228915662
23136,Mortroux,0,26387,8843,0,0,35230,241285.93,276515.93,804.2864333333333,921.7197666666666
23137,Mourioux-Vieilleville,0,85919,19996,0,0,105915,451818.30000000005,557733.3,887.6587426326131,1095.7432220039293
23138,Moutier-d'Ahun,0,6639,2281,0,0,8920,172201.62,181121.62,995.3850867052023,1046.9457803468208
23139,Moutier-Malcard,0,45723,26633,0,0,72356,314069.81,386425.81,589.2491744840526,725.0015196998124
23140,Moutier-Rozeille,0,33377,15779,0,0,49156,326112.49,375268.49,737.8110633484163,849.0237330316742
23141,Naillat,0,79244,14782,0,0,94026,580925.48,674951.48,834.6630459770115,969.7578735632184
23142,Néoux,0,17971,3238,0,0,21209,199158.21,220367.21,670.5663636363636,741.977138047138
23143,Noth,0,18436,974,0,0,19410,478928.63,498338.63,903.6389245283019,940.2615660377359
23144,La Nouaille,0,71295,2273,0,0,73568,240628.64,314196.64,951.1013438735179,1241.88395256917
23145,Nouhant,0,12410,5068,0,0,17478,196943.91,214421.91,611.627049689441,665.9065527950311
23146,Nouzerines,0,12624,0,0,0,12624,226842.62,239466.62,896.6111462450592,946.5083794466403
23147,Nouzerolles,0,13088,637,0,0,13725,90846.27,104571.27,882.0026213592233,1015.2550485436893
23148,Nouziers,0,23078,7459,0,0,30537,165283.23,195820.23,718.6227391304349,851.3923043478261
23149,Parsac-Rimondeix,0,111932,20283,0,0,132215,479794.89,612009.89,692.3447186147187,883.1311544011544
23150,Peyrabout,0,7205,3567,0,0,10772,78051.69,88823.69,538.2875172413793,612.5771724137932
23151,Peyrat-la-Nonière,0,21977,10919,0,0,32896,314153.51,347049.51,727.2071990740741,803.3553472222222
23152,Pierrefitte,0,4882,901,0,0,5783,55879.64,61662.64,809.8498550724638,893.6614492753623
23154,Pionnat,0,119739,26040,0,0,145779,486134.61,631913.61,621.6555115089513,808.0736700767263
23155,Pontarion,0,34364,7768,0,0,42132,298381.45,340513.45,791.4627320954908,903.218700265252
23156,Pontcharraud,0,7197,2297,0,0,9494,77889.47,87383.47,1052.5604054054054,1180.8577027027027
23157,La Pouge,0,2544,1262,0,0,3806,57929.93,61735.93,665.8612643678161,709.6083908045977
23158,Poussanges,0,12679,3830,-149,0,16360,109206.06,125566.06,763.6787412587413,878.0843356643356
23159,Puy-Malsignat,0,19880,6346,0,0,26226,101212.37,127438.37,578.3564,728.2192571428571
23160,Reterre,0,12572,8223,0,0,20795,151466.56,172261.56,513.4459661016949,583.9374915254238
23162,Roches,0,44219,13535,8936,0,66690,263430.3,330120.3,696.9055555555556,873.3341269841269
23164,Rougnat,0,139556,14991,0,0,154547,232461.97999999998,387008.98,443.62973282442744,738.5667557251908
23165,Royère-de-Vassivière,0,97795,11720,0,0,109515,874917.04,984432.04,1470.4488067226891,1654.5076302521009
23166,Sagnat,0,10067,3892,0,0,13959,172220.58,186179.58,848.3772413793102,917.1407881773398
23167,Sannat,0,47266,13250,0,0,60516,265159.81,325675.81,672.9944416243654,826.5883502538071
23168,Sardent,0,162396,35706,0,0,198102,536693.65,734795.65,669.1940773067332,916.2040523690773
23169,La Saunière,0,32112,14455,0,0,46567,284182.49,330749.49,446.8278144654088,520.0463679245283
23170,Savennes,0,6476,2341,0,0,8817,120999.71,129816.71,530.7004824561404,569.3715350877193
23171,Sermur,0,16811,0,0,0,16811,125651.23000000001,142462.23,959.1696946564887,1087.4979389312978
23172,La Serre-Bussière-Vieille,0,8684,2879,0,0,11563,86668.64,98231.64,693.34912,785.85312
23173,Soubrebost,0,9531,536,0,0,10067,148388.29,158455.29,1075.277463768116,1148.226739130435
23174,Soumans,0,22737,10173,0,0,32910,421988.71,454898.71,654.2460620155039,705.26931782945735
23175,Sous-Parsat,0,4788,3910,0,0,8698,111469.37,120167.37,877.7115748031496,946.1997637795275
23176,La Souterraine,0,343671,68900,0,0,412571,5901398.15,6313969.15,1062.7405276427157,1137.0374842427518
23177,Saint-Agnant-de-Versillat,0,39925,15519,0,0,55444,859368.7,914812.7,760.5032743362832,809.5687610619468
23178,Saint-Agnant-près-Crocq,0,38272,7535,0,0,45807,147112.07,192919.07,707.2695673076923,927.4955288461539
23179,Saint-Alpinien,0,15976,5247,0,0,21223,177230.69,198453.69,604.8829010238908,677.3163481228669
23180,Saint-Amand,0,30102,16384,0,0,46486,213149.92,259635.92,419.58645669291343,511.09433070866146
23181,Saint-Amand-Jartoudeix,0,8552,1983,0,0,10535,172039.41,182574.41,977.4966477272727,1037.3546022727273
23182,Saint-Avit-de-Tardes,0,14043,0,0,0,14043,139969.96,154012.96,764.8631693989071,841.6008743169399
23183,Saint-Avit-le-Pauvre,0,8256,2553,0,0,10809,67250.79,78059.79,840.634875,975.7473749999999
23184,Saint-Bard,0,9378,2471,0,0,11849,76696.45,88545.45,697.2404545454546,804.9586363636363
23185,Saint-Chabrais,0,35749,9733,0,0,45482,268403.41,313885.41,777.9808985507245,909.8127826086956
23186,Saint-Christophe,0,7603,708,0,0,8311,88753.78,97064.78,599.6877027027027,655.8431081081081
23187,Saint-Dizier-la-Tour,0,23645,5683,0,0,29328,103557.81,132885.81,475.0358256880734,609.5679357798165
23188,Saint-Dizier-les-Domaines,0,9978,5090,0,0,15068,142677.24,157745.24,754.9060317460317,834.6308994708994
23189,Saint-Dizier-Masbaraud,0,98559,23331,0,0,121890,692081.05,813971.05,847.1004283965729,996.2925948592411
23190,Saint-Domet,0,7844,4013,0,0,11857,115711.79,127568.79,657.4533522727272,724.8226704545455
23191,Saint-Éloi,0,14019,3839,0,0,17858,138197.59,156055.59,628.1708636363636,709.343590909091
23192,Fursac,0,275392,74016,0,0,349408,961594.75,1311002.75,603.637633396108,822.9772441933459
23193,Sainte-Feyre,0,53425,54161,0,0,107586,1644467.61,1752053.61,640.3690070093459,682.2638668224299
23194,Sainte-Feyre-la-Montagne,0,6864,3107,0,0,9971,133326.08,143297.08,959.1804316546761,1030.9142446043165
23195,Saint-Fiel,0,54073,21925,0,0,75998,721846.29,797844.29,686.165674904943,758.4071197718631
23196,Saint-Frion,0,38844,7600,0,0,46444,161710.96,208154.96,614.8705703422053,791.4637262357414
23197,Saint-Georges-la-Pouge,0,35110,14131,0,0,49241,307951.13,357192.13,834.5559078590786,968.0003523035231
23198,Saint-Georges-Nigremont,0,19753,0,0,0,19753,143879.59,163632.59,1081.8014285714285,1230.3202255639098
23199,Saint-Germain-Beaupré,0,13795,7272,0,0,21067,227331.18,248398.18,499.628967032967,545.930065934066
23200,Saint-Goussaud,0,14583,1006,0,0,15589,163358.45,178947.45,928.1730113636364,1016.746875
23201,Saint-Hilaire-la-Plaine,0,13784,8022,0,0,21806,123355.22,145161.22,571.0889814814815,672.0426851851852
23202,Saint-Hilaire-le-Château,0,10362,5884,0,0,16246,184711.02,200957.02,763.2686776859504,830.4009090909091
23203,Saint-Julien-la-Genête,0,9197,5534,0,0,14731,124567.76999999999,139298.77,498.27108,557.19508
23204,Saint-Julien-le-Châtel,0,13555,3487,0,0,17042,97864.96,114906.96,631.3868387096775,741.3352258064516
23205,Saint-Junien-la-Bregère,0,16554,1214,0,0,17768,233889.73,251657.73,1658.7924113475178,1784.8065957446809
23206,Saint-Laurent,0,36918,14845,0,0,51763,365473.35,417236.35,523.6007879656161,597.7598137535816
23207,Saint-Léger-Bridereix,0,7437,2084,3697,0,13218,124778.29999999999,137996.3,591.3663507109004,654.0109004739336
23208,Saint-Léger-le-Guérétois,0,21190,0,0,0,21190,559702.11,580892.11,1260.5903378378378,1308.315563063063
23209,Saint-Loup,0,8780,2083,0,0,10863,92463.56,103326.56,502.51934782608697,561.5573913043478
23210,Saint-Maixant,0,9533,4620,0,0,14153,162319.8,176472.8,679.1623430962343,738.3799163179916
23211,Saint-Marc-à-Frongier,0,56231,10055,0,0,66286,301023.18,367309.18,737.8019117647059,900.2675980392156
23212,Saint-Marc-à-Loubaud,0,20907,0,0,0,20907,161150.28,182057.28,1126.925034965035,1273.1278321678321
23213,Saint-Marien,0,7248,698,0,0,7946,201202.72,209148.72,1037.1274226804123,1078.0861855670103
23214,Saint-Martial-le-Mont,0,7164,7109,0,0,14273,143372.77,157645.77,604.9483966244725,665.1720253164557
23215,Saint-Martial-le-Vieux,0,18337,5376,46,0,23759,154802.47,178561.47,1121.7570289855073,1293.9236956521738
23216,Saint-Martin-Château,0,16651,0,0,0,16651,177031.31,193682.31,1134.8160897435898,1241.5532692307693
23217,Saint-Martin-Sainte-Catherine,0,14163,0,0,0,14163,318397.44,332560.44,979.6844307692307,1023.2628923076924
23218,Saint-Maurice-près-Crocq,0,24234,3260,0,0,27494,91565.98,119059.98,872.0569523809523,1133.9045714285714
23219,Saint-Maurice-la-Souterraine,0,93488,28732,0,0,122220,673103.67,795323.67,530.0028897637795,626.2391102362205
23220,Saint-Médard-la-Rochette,0,55512,0,0,0,55512,418162.85,473674.85,702.7947058823529,796.0921848739496
23221,Saint-Merd-la-Breuille,0,24395,4062,-423,0,28034,191459.74,219493.74,992.0193782383419,1137.2732642487047
23222,Saint-Michel-de-Veisse,0,7316,4956,0,0,12272,109460.77,121732.77,629.0848850574713,699.6136206896552
23223,Saint-Moreil,0,16995,1732,0,0,18727,210083.61,228810.61,909.452857142857,990.5221212121212
23224,Saint-Oradoux-de-Chirouze,0,11051,0,-455,0,10596,98072.43,108668.43,1362.1170833333333,1509.2837499999998
23225,Saint-Oradoux-près-Crocq,0,9917,0,0,0,9917,78018.08,87935.08,715.7622018348624,806.7438532110092
23226,Saint-Pardoux-d'Arnet,0,12264,521,0,0,12785,114207.91,126992.91,671.8112352941176,747.0171176470589
23227,Saint-Pardoux-Morterolles,0,18244,1935,0,0,20179,525676.8,545855.8,2400.350684931507,2492.4922374429225
23228,Saint-Pardoux-le-Neuf,0,7409,0,0,0,7409,79841.29,87250.29,429.2542473118279,469.08758064516127
23229,Saint-Pardoux-les-Cards,0,30756,7895,0,0,38651,262850.46,301501.46,876.1682000000001,1005.0048666666668
23230,Saint-Pierre-Chérignat,0,12572,0,0,0,12572,183216.33,195788.33,995.7409239130434,1064.0670108695651
23232,Saint-Pierre-Bellevue,0,20438,2551,0,0,22989,285982.36,308971.36,1238.0188744588745,1337.5383549783548
23233,Saint-Pierre-le-Bost,0,7199,0,0,0,7199,80799.62,87998.62,557.2387586206896,606.8870344827586
23234,Saint-Priest,0,8227,0,0,0,8227,107598.15,115825.15,664.1861111111111,714.9700617283951
23235,Saint-Priest-la-Feuille,0,65762,16599,0,0,82361,429554.51,511915.51,530.9697280593325,632.7756613102596
23236,Saint-Priest-la-Plaine,0,8937,4545,0,0,13482,221745.58,235227.58,846.357175572519,897.8151908396947
23237,Saint-Priest-Palus,0,3465,313,0,0,3778,70006.03,73784.03,1296.407962962963,1366.3709259259258
23238,Saint-Quentin-la-Chabanne,0,41189,0,0,0,41189,360669.29,401858.29,915.4042893401015,1019.9448984771573
23239,Saint-Sébastien,0,61213,21278,0,0,82491,561241.06,643732.06,816.9447743813683,937.0190101892287
23240,Saint-Silvain-Bas-le-Roc,0,13426,6469,0,0,19895,214653.96,234548.96,472.8060792951542,516.6276651982379
23241,Saint-Silvain-Bellegarde,0,17161,3413,0,0,20574,135307.14,155881.14,673.1698507462687,775.5280597014926
23242,Saint-Silvain-Montaigut,0,7431,1581,0,0,9012,168268.72,177280.72,885.6248421052632,933.0564210526315
23243,Saint-Silvain-sous-Toulx,0,8048,1753,0,0,9801,122271.82,132072.82,764.198875,825.4551250000001
23244,Saint-Sulpice-le-Dunois,0,61669,29171,0,0,90840,437216.68999999994,528056.69,676.8060216718266,817.4252167182661
23245,Saint-Sulpice-le-Guérétois,0,254860,59802,0,0,314662,1218458.36,1533120.36,593.2124440116846,746.4071859785785
23246,Saint-Sulpice-les-Champs,0,60799,9926,0,0,70725,284191.57,354916.57,753.8237931034483,941.4232625994695
23247,Saint-Vaury,0,189586,28244,0,0,217830,1390664.92,1608494.92,730.0078320209973,844.3542887139107
23248,Saint-Victor-en-Marche,0,22951,332,0,0,23283,335155.54,358438.54,859.3731794871794,919.0731794871795
23249,Saint-Yrieix-la-Montagne,0,15825,3621,0,0,19446,210287.67,229733.67,938.7842410714286,1025.5967410714286
23250,Saint-Yrieix-les-Bois,0,29542,12757,0,0,42299,189937.68,232236.68,641.6813513513513,784.5833783783784
23251,Tardes,0,9606,929,0,0,10535,95490.06,106025.06,667.7626573426573,741.433986013986
23252,Tercillat,0,15660,7265,4614,0,27539,124656.76999999999,152195.77,769.4862345679012,939.480061728395
23253,Thauron,0,14590,4780,0,0,19370,142588.13,161958.13,774.9354891304348,880.2072282608696
23254,Toulx-Sainte-Croix,0,12834,2095,0,0,14929,187500.41,202429.41,676.8967870036101,730.7920938628159
23255,Trois-Fonds,0,6217,1964,0,0,8181,86512.2,94693.2,686.6047619047619,751.5333333333333
23257,Vallière,0,156493,30403,0,0,186896,460496.05000000005,647392.05,592.6590090090091,833.1944015444016
23258,Vareilles,0,12840,3033,0,0,15873,170777.39,186650.39,532.0167912772586,581.4653894080998
23259,Verneiges,0,3850,1491,0,0,5341,55970.1,61311.1,495.31061946902656,542.5761061946903
23260,Vidaillat,0,9461,5419,0,0,14880,180403.24,195283.24,1127.52025,1220.52025
23261,Viersat,0,10476,0,0,0,10476,179270.61,189746.61,589.7059539473684,624.1664802631578
23262,Vigeville,0,11131,3549,0,0,14680,100248.03,114928.03,579.4683815028901,664.32387283237
23263,Villard,0,31893,10300,0,0,42193,248790.86,290983.86,676.0621195652174,790.7170108695652
23264,La Villedieu,0,3000,0,0,0,3000,57802.1,60802.1,1156.042,1216.042
23265,La Villeneuve,0,3603,2262,0,0,5865,64510.020000000004,70375.02,871.7570270270271,951.0137837837839
23266,La Villetelle,0,11960,0,0,0,11960,86695.26,98655.26,509.9721176470588,580.3250588235294
24001,Abjat-sur-Bandiat,0,42134,22139,0,0,64273,396931.93,461204.93,610.6645076923077,709.5460461538462
24002,Agonac,0,126257,28696,0,0,154953,993015.01,1147968.01,555.3775223713646,642.040274049217
24004,Ajat,0,13566,2292,7734,0,23592,320752.48,344344.48,906.080451977401,972.7245197740112
24005,Alles-sur-Dordogne,0,8942,1326,7387,0,17655,160100.04,177755.04,416.9271875,462.90375
24006,Allas-les-Mines,0,7673,3245,2719,0,13637,118250.81,131887.81,571.2599516908213,637.1391787439613
24007,Allemans,0,15442,15301,0,0,30743,286964.36,317707.36,493.06591065292093,545.8889347079038
24008,Angoisse,0,17841,14555,0,0,32396,393131.39,425527.39,608.5625232198142,658.7111300309598
24009,Anlhiac,0,9383,7929,0,0,17312,170207.2,187519.2,590.9972222222223,651.1083333333333
24010,Annesse-et-Beaulieu,0,24970,23030,0,0,48000,897826.98,945826.98,581.117786407767,612.1857475728156
